Checking Status,Credit History,Purpose,Credit Requested,Saving Status,Employment,Personal Status,Age,Job,Class
<0,existing paid,used car,8229,<100,<4,single,26,skilled,bad
no checking,critical/other existing credit,furniture/equipment,2028,<100,4<=X<7,single,30,unskilled,good
<0,critical/other existing credit,furniture/equipment,1433,<100,<4,mar/wid/div/sep,25,skilled,good
>=200,no credits/all paid,business,6289,<100,<4,mar/wid/div/sep,33,skilled,good
no checking,existing paid,radio/tv,1409,100<=X<500,unemployed,mar/wid/div/sep,64,skilled,good
<0,existing paid,used car,6579,<100,unemployed,single,29,high qualif/self emp/mgmt,good
0<=X<200,critical/other existing credit,radio/tv,1743,<100,>=7,single,48,unskilled,good
no checking,critical/other existing credit,education,3565,unknown,<4,single,37,unskilled,good
no checking,no credits/all paid,radio/tv,1569,100<=X<500,>=7,single,34,unskilled,good
<0,existing paid,radio/tv,1936,unknown,4<=X<7,mar/wid/div/sep,23,unskilled,good
<0,existing paid,furniture/equipment,3959,<100,unemployed,single,30,high qualif/self emp/mgmt,good
no checking,existing paid,new car,2390,unknown,>=7,single,50,skilled,good
no checking,existing paid,furniture/equipment,1736,<100,4<=X<7,mar/wid/div/sep,31,unskilled,good
<0,existing paid,used car,3857,<100,<4,mar/wid/div/sep,40,high qualif/self emp/mgmt,good
no checking,existing paid,radio/tv,804,<100,>=7,single,38,skilled,good
<0,existing paid,radio/tv,1845,<100,<4,single,23,skilled,bad
0<=X<200,critical/other existing credit,used car,4576,100<=X<500,unemployed,single,27,skilled,good
<0,critical/other existing credit,radio/tv,5970.290858,<100,<4,mar/wid/div/sep,36.667833,skilled,bad
<0,critical/other existing credit,new car,4861.016639,<100,4<=X<7,single,43.322441,skilled,bad
0<=X<200,critical/other existing credit,furniture/equipment,5225.599509,<100,unemployed,mar/wid/div/sep,28.159578,high qualif/self emp/mgmt,bad
<0,existing paid,new car,1308.260729,unknown,<4,mar/wid/div/sep,26.874164,skilled,bad
0<=X<200,critical/other existing credit,furniture/equipment,4283.323002,<100,<4,mar/wid/div/sep,23.84066,skilled,bad
<0,critical/other existing credit,new car,1204.064836,<100,>=7,mar/wid/div/sep,58.492428,unskilled,bad
<0,existing paid,furniture/equipment,1282,unknown,<4,mar/wid/div/sep,31.49242,skilled,bad
0<=X<200,existing paid,new car,12729.14621,unknown,>=7,single,43.161424,high qualif/self emp/mgmt,bad
<0,delayed previously,new car,6858.961139,<100,<4,single,62.835014,skilled,bad
<0,critical/other existing credit,new car,4796.74411,<100,<4,single,38.391721,skilled,bad
<0,delayed previously,radio/tv,2106.600719,<100,<4,mar/wid/div/sep,36.019959,skilled,bad
<0,critical/other existing credit,education,6192.630622,<100,<4,single,50.828026,skilled,bad
<0,critical/other existing credit,new car,2222.146967,<100,<4,single,56.958446,skilled,bad
0<=X<200,existing paid,new car,6482.815986,unknown,>=7,single,47.014464,skilled,bad
<0,critical/other existing credit,education,6236.467925,<100,<4,single,25.473965,skilled,bad
0<=X<200,existing paid,business,1962.468502,<100,>=7,single,56.430355,skilled,bad
0<=X<200,existing paid,new car,14548.27854,<100,>=7,single,23.958442,high qualif/self emp/mgmt,bad
<0,existing paid,radio/tv,1819.689884,<100,<4,mar/wid/div/sep,35.222862,skilled,bad
<0,existing paid,radio/tv,1971.508752,<100,<4,single,60.829524,skilled,bad
<0,existing paid,new car,3931.533025,<100,<4,single,36.48085,skilled,bad
<0,critical/other existing credit,radio/tv,5962.95928,<100,<4,mar/wid/div/sep,29.06671,skilled,bad
0<=X<200,existing paid,new car,12642.13845,unknown,>=7,single,38.429695,high qualif/self emp/mgmt,bad
<0,existing paid,furniture/equipment,1091.441377,<100,<4,single,33.558746,skilled,bad
<0,existing paid,radio/tv,795.98468,<100,>=7,mar/wid/div/sep,42.829024,skilled,bad
0<=X<200,existing paid,new car,15801.46484,<100,>=7,single,63.460894,skilled,bad
<0,critical/other existing credit,used car,11820.58542,<100,<4,mar/wid/div/sep,36.905073,unskilled,bad
0<=X<200,existing paid,new car,6460.424783,unknown,>=7,single,49.415042,skilled,bad
<0,existing paid,new car,7860.878158,<100,>=7,single,47.097338,skilled,bad
<0,existing paid,furniture/equipment,7154.196981,<100,>=7,single,40.178334,skilled,bad
0<=X<200,critical/other existing credit,furniture/equipment,4302.003742,<100,<4,mar/wid/div/sep,23.225022,skilled,bad
<0,existing paid,radio/tv,1823.852338,<100,<4,mar/wid/div/sep,28.694794,skilled,bad
0<=X<200,existing paid,radio/tv,1923.184482,<100,<4,mar/wid/div/sep,28.912492,skilled,bad
<0,existing paid,radio/tv,630.492462,<100,<4,mar/wid/div/sep,27.76276,unskilled,bad
<0,existing paid,furniture/equipment,3424.169631,<100,<4,single,26.878867,skilled,bad
<0,delayed previously,radio/tv,6865.205027,<100,<4,single,30.874139,skilled,bad
<0,existing paid,radio/tv,770.444141,<100,<4,mar/wid/div/sep,56.762528,unskilled,bad
<0,existing paid,furniture/equipment,2491.544448,<100,<4,single,22.654316,skilled,bad
<0,existing paid,furniture/equipment,1283.445587,unknown,<4,mar/wid/div/sep,21.197003,skilled,bad
<0,existing paid,furniture/equipment,1117.409995,<100,<4,single,31.579954,skilled,bad
0<=X<200,existing paid,furniture/equipment,1934.196714,<100,<4,mar/wid/div/sep,30.703808,skilled,bad
0<=X<200,existing paid,new car,955.781441,<100,<4,mar/wid/div/sep,31.586643,skilled,bad
<0,existing paid,furniture/equipment,2042.75898,<100,<4,mar/wid/div/sep,29.754121,skilled,bad
<0,existing paid,furniture/equipment,3406.751833,<100,<4,single,26.324053,skilled,bad
<0,existing paid,used car,7633.849924,unknown,>=7,mar/wid/div/sep,46.228276,skilled,bad
<0,existing paid,used car,9403.111851,<100,<4,mar/wid/div/sep,28,skilled,bad
<0,delayed previously,business,4324.64857,<100,<4,single,29.737784,high qualif/self emp/mgmt,bad
<0,delayed previously,radio/tv,1654.789072,<100,<4,single,34.615727,skilled,bad
<0,existing paid,new car,884.249954,<100,>=7,mar/wid/div/sep,39.819102,skilled,bad
0<=X<200,critical/other existing credit,furniture/equipment,5158.834343,<100,<4,mar/wid/div/sep,30.440929,high qualif/self emp/mgmt,bad
<0,existing paid,new car,679.863206,<100,<4,single,31.345861,unskilled,bad
no checking,existing paid,radio/tv,4597.45478,<100,<4,single,40.036401,high qualif/self emp/mgmt,bad
0<=X<200,existing paid,business,3861.642702,<100,<4,single,35.413717,skilled,bad
<0,existing paid,new car,3927.443387,<100,<4,single,38.164067,skilled,bad
0<=X<200,existing paid,radio/tv,3032.4928,<100,<4,single,21.451009,skilled,bad
0<=X<200,critical/other existing credit,radio/tv,1487.735632,<100,<4,mar/wid/div/sep,32.427183,skilled,bad
0<=X<200,existing paid,new car,950.323877,<100,<4,mar/wid/div/sep,31.293435,skilled,bad
0<=X<200,critical/other existing credit,furniture/equipment,4282.345832,<100,<4,mar/wid/div/sep,27.671151,skilled,bad
<0,existing paid,new car,912.304197,<100,>=7,mar/wid/div/sep,21.994409,skilled,bad
0<=X<200,critical/other existing credit,furniture/equipment,5128.402553,<100,unemployed,mar/wid/div/sep,35.093958,high qualif/self emp/mgmt,bad
0<=X<200,existing paid,furniture/equipment,1914.934416,<100,<4,single,32.559826,skilled,bad
0<=X<200,existing paid,used car,10964.32751,<100,<4,mar/wid/div/sep,26.758664,skilled,bad
<0,existing paid,new car,7860.697774,<100,>=7,single,48.835148,skilled,bad
<0,existing paid,radio/tv,1445.732698,<100,4<=X<7,mar/wid/div/sep,24.9232,skilled,bad
0<=X<200,existing paid,business,4166.558415,<100,<4,single,26.481101,skilled,bad
<0,existing paid,radio/tv,1833.325967,<100,<4,mar/wid/div/sep,25.311629,skilled,bad
0<=X<200,existing paid,new car,14645.92648,<100,>=7,single,50.519177,high qualif/self emp/mgmt,bad
<0,existing paid,furniture/equipment,2766.622962,<100,>=7,single,37.558792,skilled,bad
<0,existing paid,new car,923.203501,unknown,<4,mar/wid/div/sep,30.436028,skilled,bad
no checking,existing paid,furniture/equipment,4605.246259,<100,<4,single,27.597479,skilled,bad
<0,no credits/all paid,radio/tv,443.372818,<100,<4,mar/wid/div/sep,22.719076,skilled,bad
<0,delayed previously,business,2149.273915,<100,<4,mar/wid/div/sep,24,skilled,bad
<0,delayed previously,business,2168.325079,<100,<4,mar/wid/div/sep,28.003477,skilled,bad
<0,existing paid,radio/tv,800.414876,<100,>=7,mar/wid/div/sep,34.003839,skilled,bad
<0,existing paid,new car,8900.623551,<100,<4,single,33.190516,high qualif/self emp/mgmt,bad
0<=X<200,existing paid,radio/tv,3088.8081,<100,<4,single,27.784631,skilled,bad
<0,critical/other existing credit,new car,11830.50882,<100,<4,single,30.381244,skilled,bad
no checking,existing paid,furniture/equipment,4616.62553,<100,<4,single,26.99617,skilled,bad
<0,existing paid,new car,1002.649888,<100,<4,mar/wid/div/sep,27.257719,skilled,bad
<0,existing paid,used car,9502.172663,<100,<4,single,26.053772,skilled,bad
<0,critical/other existing credit,used car,9938.353586,<100,<4,single,24.123939,skilled,bad
0<=X<200,existing paid,business,3867.729841,<100,<4,single,39.914413,skilled,bad
<0,existing paid,new car,1344.371941,<100,<4,single,27.571603,skilled,bad
<0,critical/other existing credit,used car,10098.37568,<100,<4,single,42.410859,skilled,bad
<0,existing paid,radio/tv,727.744576,<100,<4,mar/wid/div/sep,28.981288,unskilled,bad
0<=X<200,existing paid,new car,1232.600416,<100,<4,mar/wid/div/sep,24,skilled,bad
<0,existing paid,new car,685.355599,<100,<4,single,39.87123,skilled,bad
<0,existing paid,furniture/equipment,2759.325806,<100,>=7,single,31,skilled,bad
0<=X<200,critical/other existing credit,business,4246.207914,<100,<4,mar/wid/div/sep,29.825084,skilled,bad
0<=X<200,existing paid,furniture/equipment,1936.986195,<100,<4,mar/wid/div/sep,31.166202,skilled,bad
<0,existing paid,radio/tv,1854.216346,<100,<4,mar/wid/div/sep,27.55713,skilled,bad
<0,existing paid,used car,7413.546869,unknown,>=7,single,52.188463,skilled,bad
<0,critical/other existing credit,used car,11793.14267,<100,<4,mar/wid/div/sep,29.546287,unskilled,bad
<0,existing paid,furniture/equipment,4080.754046,<100,<4,single,36.175662,skilled,bad
<0,existing paid,furniture/equipment,3397.337983,<100,<4,single,31.262956,skilled,bad
<0,existing paid,furniture/equipment,1281.884239,unknown,<4,mar/wid/div/sep,21.595875,skilled,bad
<0,existing paid,furniture/equipment,1113.158433,<100,>=7,mar/wid/div/sep,31.377685,skilled,bad
<0,existing paid,new car,957.193667,<100,<4,mar/wid/div/sep,32.565158,skilled,bad
<0,critical/other existing credit,education,6214.667777,<100,<4,single,26.423425,skilled,bad
0<=X<200,existing paid,new car,1232.614882,<100,<4,mar/wid/div/sep,23.879402,skilled,bad
<0,delayed previously,radio/tv,4450.939984,<100,<4,single,26,high qualif/self emp/mgmt,bad
<0,existing paid,radio/tv,2403.528735,<100,<4,mar/wid/div/sep,27.98244,skilled,bad
<0,existing paid,furniture/equipment,2463.983494,<100,<4,single,22.092708,skilled,bad
<0,existing paid,furniture/equipment,3418.102601,<100,<4,single,41.17196,skilled,bad
0<=X<200,existing paid,new car,14495.35757,<100,>=7,single,56.486862,high qualif/self emp/mgmt,bad
<0,existing paid,new car,7749.834763,<100,>=7,single,38.557962,skilled,bad
0<=X<200,existing paid,new car,14329.09355,<100,<4,single,32.486951,skilled,bad
0<=X<200,existing paid,used car,12905.52185,<100,>=7,single,32.905025,high qualif/self emp/mgmt,bad
0<=X<200,existing paid,new car,1217.771538,<100,>=7,mar/wid/div/sep,40.909393,skilled,bad
<0,existing paid,business,8679.871872,<100,>=7,single,29.598381,skilled,bad
<0,existing paid,furniture/equipment,1996.42346,<100,<4,mar/wid/div/sep,21.78519,skilled,bad
0<=X<200,existing paid,new car,944.264893,<100,<4,mar/wid/div/sep,36.264131,skilled,bad
<0,critical/other existing credit,new car,2299.164923,<100,<4,mar/wid/div/sep,33.180388,skilled,bad
<0,existing paid,new car,1376.329943,<100,<4,mar/wid/div/sep,25.966299,skilled,bad
no checking,existing paid,new car,2579.742931,<100,<4,single,33.45496,unskilled,bad
<0,no credits/all paid,new car,1079.365825,<100,<4,single,41.450569,skilled,bad
0<=X<200,existing paid,furniture/equipment,2723.281003,<100,>=7,mar/wid/div/sep,24.697701,skilled,bad
<0,critical/other existing credit,new car,1197.263887,<100,>=7,mar/wid/div/sep,58.304976,skilled,bad
0<=X<200,existing paid,new car,13083.78043,unknown,>=7,single,31.636838,high qualif/self emp/mgmt,bad
<0,existing paid,radio/tv,1481.966832,<100,4<=X<7,mar/wid/div/sep,25.742842,skilled,bad
<0,existing paid,radio/tv,620.898328,<100,<4,mar/wid/div/sep,23.916003,unskilled,bad
<0,existing paid,furniture/equipment,7184.03502,<100,>=7,single,32.038122,skilled,bad
0<=X<200,critical/other existing credit,furniture/equipment,5154.757949,<100,<4,mar/wid/div/sep,29.533908,high qualif/self emp/mgmt,bad
<0,existing paid,radio/tv,1824.842642,<100,<4,mar/wid/div/sep,32.299412,skilled,bad
no checking,critical/other existing credit,repairs,1553.330819,<100,<4,mar/wid/div/sep,59.571319,skilled,bad
<0,critical/other existing credit,new car,4836.387094,<100,<4,single,37.599176,skilled,bad
<0,existing paid,furniture/equipment,3389.047055,<100,<4,single,26.960855,skilled,bad
<0,delayed previously,radio/tv,1607.324695,<100,<4,single,45.287907,skilled,bad
<0,existing paid,radio/tv,3094.079498,<100,<4,mar/wid/div/sep,30.027946,skilled,bad
<0,no credits/all paid,radio/tv,445.531027,<100,<4,mar/wid/div/sep,22.392934,skilled,bad
<0,existing paid,radio/tv,670.048898,<100,<4,mar/wid/div/sep,26.336807,unskilled,bad
0<=X<200,existing paid,new car,1236.172996,<100,<4,mar/wid/div/sep,31.181519,unskilled,bad
<0,existing paid,furniture/equipment,3115.19945,<100,<4,mar/wid/div/sep,26.478372,skilled,bad
0<=X<200,existing paid,new car,1200.213157,<100,>=7,mar/wid/div/sep,40.014529,skilled,bad
0<=X<200,existing paid,used car,8261.658489,<100,>=7,single,39.42344,skilled,bad
0<=X<200,existing paid,furniture/equipment,2988.766749,<100,<4,single,21.530431,skilled,bad
<0,existing paid,new car,8984.169751,<100,<4,single,29.442602,high qualif/self emp/mgmt,bad
<0,existing paid,furniture/equipment,3097.362766,<100,<4,mar/wid/div/sep,25.078938,skilled,bad
0<=X<200,existing paid,new car,1210.599719,<100,<4,mar/wid/div/sep,41.234048,skilled,bad
<0,existing paid,new car,1199.823198,<100,<4,mar/wid/div/sep,25.528593,skilled,bad
<0,existing paid,new car,1328.458238,unknown,<4,mar/wid/div/sep,23.71259,skilled,bad
<0,delayed previously,radio/tv,6854.025997,<100,<4,single,32.281787,skilled,bad
<0,existing paid,radio/tv,754.030236,<100,<4,mar/wid/div/sep,26.530531,unskilled,bad
<0,existing paid,radio/tv,7085.941794,<100,<4,mar/wid/div/sep,28.463814,skilled,bad
<0,existing paid,furniture/equipment,3178.382798,<100,<4,mar/wid/div/sep,24.496673,skilled,bad
<0,existing paid,radio/tv,7006.09659,<100,<4,mar/wid/div/sep,51.192299,skilled,bad
<0,critical/other existing credit,new car,2293.80985,<100,<4,mar/wid/div/sep,37.401812,skilled,bad
<0,existing paid,new car,2632.80128,<100,<4,single,36.184791,skilled,bad
<0,existing paid,radio/tv,2308.29799,<100,<4,mar/wid/div/sep,36.74797,skilled,bad
<0,existing paid,new car,7857.206092,<100,>=7,single,30.339725,skilled,bad
<0,existing paid,radio/tv,1533.478906,<100,<4,single,42.34659,skilled,bad
<0,existing paid,education,6363.100105,<100,>=7,single,31.897761,skilled,bad
0<=X<200,existing paid,furniture/equipment,2816.55851,<100,>=7,mar/wid/div/sep,33.196795,skilled,bad
<0,existing paid,radio/tv,1333.64247,<100,<4,single,34.173827,skilled,bad
<0,existing paid,radio/tv,650.917322,<100,<4,mar/wid/div/sep,20.754887,unskilled,bad
<0,no credits/all paid,furniture/equipment,7007.649988,<100,<4,mar/wid/div/sep,24.101499,skilled,bad
<0,existing paid,radio/tv,1339.176803,<100,<4,single,32.679515,skilled,bad
<0,critical/other existing credit,new car,2296.770541,<100,<4,mar/wid/div/sep,28.92061,skilled,bad
0<=X<200,critical/other existing credit,new car,5052.607555,<100,<4,mar/wid/div/sep,72.463247,skilled,bad
<0,existing paid,furniture/equipment,3610.848655,<100,>=7,single,29.424314,skilled,bad
0<=X<200,existing paid,business,16312.17429,<100,<4,single,59.446132,skilled,bad
<0,existing paid,radio/tv,1537.112399,<100,<4,single,23.473951,skilled,bad
0<=X<200,existing paid,new car,12085.73383,unknown,<4,single,35.49852,skilled,bad
<0,existing paid,new car,1371.706272,<100,<4,mar/wid/div/sep,27.051745,skilled,bad
<0,existing paid,new car,6786.243307,<100,<4,single,35.397408,skilled,bad
<0,existing paid,furniture/equipment,3214.188758,<100,<4,mar/wid/div/sep,23.707283,skilled,bad
0<=X<200,existing paid,furniture/equipment,2840.770416,<100,>=7,mar/wid/div/sep,27.564569,skilled,bad
<0,no credits/all paid,new car,1024.142384,<100,<4,single,39.346212,skilled,bad
<0,existing paid,radio/tv,2389.167897,<100,<4,mar/wid/div/sep,34.130296,skilled,bad
<0,existing paid,furniture/equipment,1984.815758,<100,<4,mar/wid/div/sep,19.378395,skilled,bad
0<=X<200,critical/other existing credit,new car,1208.367342,<100,>=7,single,58.184173,skilled,bad
<0,critical/other existing credit,new car,2265.472018,<100,>=7,single,44.376449,skilled,bad
0<=X<200,existing paid,furniture/equipment,2725.815462,<100,>=7,mar/wid/div/sep,28.544921,skilled,bad
0<=X<200,existing paid,new car,13628.89102,<100,<4,single,29.944277,high qualif/self emp/mgmt,bad
0<=X<200,existing paid,new car,923.04716,<100,<4,mar/wid/div/sep,31.026262,skilled,bad
<0,existing paid,new car,1446.596295,<100,4<=X<7,single,22.502935,skilled,bad
0<=X<200,critical/other existing credit,business,4215.54378,<100,<4,mar/wid/div/sep,30.839593,skilled,bad
0<=X<200,critical/other existing credit,furniture/equipment,2766.386251,<100,>=7,mar/wid/div/sep,28.595606,skilled,bad
<0,existing paid,new car,900.734262,unknown,<4,mar/wid/div/sep,29.547315,skilled,bad
<0,existing paid,radio/tv,1840.129781,<100,<4,mar/wid/div/sep,34,skilled,bad
<0,existing paid,furniture/equipment,3367.19793,<100,<4,single,33.955751,high qualif/self emp/mgmt,bad
0<=X<200,existing paid,new car,2701.396889,<100,<4,mar/wid/div/sep,46.290103,skilled,bad
<0,existing paid,radio/tv,746.124495,<100,<4,mar/wid/div/sep,22.247809,unskilled,bad
0<=X<200,existing paid,furniture/equipment,1244.356594,<100,<4,mar/wid/div/sep,46.407685,skilled,bad
<0,existing paid,radio/tv,1817.238481,<100,<4,mar/wid/div/sep,22.003946,skilled,bad
<0,existing paid,furniture/equipment,3405.662258,<100,<4,single,28.629976,skilled,bad
<0,existing paid,radio/tv,1530.176755,<100,<4,single,30.399249,skilled,bad
<0,existing paid,new car,3914.404872,<100,<4,single,37.380204,skilled,bad
<0,existing paid,new car,2608.336944,<100,<4,single,46.899742,skilled,bad
<0,existing paid,new car,1440.536193,<100,4<=X<7,single,29.803441,skilled,bad
no checking,no credits/all paid,furniture/equipment,1550.588224,<100,<4,single,28.81427,skilled,bad
<0,existing paid,radio/tv,1984.206938,<100,<4,mar/wid/div/sep,19.540869,skilled,bad
<0,existing paid,new car,1363.310317,<100,<4,mar/wid/div/sep,25,skilled,bad
<0,delayed previously,furniture/equipment,4352.241252,<100,<4,mar/wid/div/sep,25.148146,skilled,bad
<0,existing paid,radio/tv,746.511237,<100,<4,mar/wid/div/sep,26.970434,unskilled,bad
no checking,existing paid,furniture/equipment,4627.137271,<100,<4,single,33.872648,skilled,bad
<0,critical/other existing credit,new car,8028.285314,<100,<4,single,25.364172,high qualif/self emp/mgmt,bad
0<=X<200,existing paid,new car,14059.76123,<100,>=7,single,25.278372,high qualif/self emp/mgmt,bad
0<=X<200,existing paid,new car,958.014447,<100,<4,mar/wid/div/sep,32.566097,skilled,bad
<0,existing paid,new car,677.436687,<100,<4,single,29.511438,skilled,bad
0<=X<200,existing paid,radio/tv,1923.490051,<100,<4,mar/wid/div/sep,27.465881,skilled,bad
<0,critical/other existing credit,new car,2292.422178,<100,<4,mar/wid/div/sep,44.389106,skilled,bad
<0,existing paid,education,7919.036851,<100,<4,single,49.147266,high qualif/self emp/mgmt,bad
<0,existing paid,new car,884.28171,<100,>=7,mar/wid/div/sep,37.166569,skilled,bad
<0,existing paid,new car,900.149872,<100,>=7,mar/wid/div/sep,21.641702,skilled,bad
<0,critical/other existing credit,new car,4843.622002,<100,4<=X<7,single,35.795409,skilled,bad
no checking,existing paid,new car,2574.48512,<100,<4,single,31.3945,unskilled,bad
0<=X<200,existing paid,radio/tv,5376.476383,<100,<4,mar/wid/div/sep,27.720384,skilled,bad
<0,existing paid,furniture/equipment,1087.638486,<100,<4,single,41.951952,skilled,bad
<0,critical/other existing credit,furniture/equipment,6252.305096,<100,>=7,single,33.442756,skilled,bad
0<=X<200,existing paid,radio/tv,6677.298169,<100,>=7,single,30.262743,skilled,bad
0<=X<200,existing paid,furniture/equipment,2979.755474,<100,<4,single,36.26532,skilled,bad
<0,existing paid,new car,1196.460132,<100,>=7,mar/wid/div/sep,32.494518,skilled,bad
0<=X<200,existing paid,new car,13584.249,<100,>=7,single,32.711823,high qualif/self emp/mgmt,bad
<0,existing paid,radio/tv,1340.400901,<100,<4,single,34.02415,skilled,bad
<0,no credits/all paid,radio/tv,434.832845,<100,<4,mar/wid/div/sep,23.969756,skilled,bad
0<=X<200,existing paid,new car,1223.79535,<100,<4,mar/wid/div/sep,23.824559,skilled,bad
no checking,existing paid,new car,2570.463752,<100,<4,single,29.819585,unskilled,bad
<0,existing paid,radio/tv,1870.788434,<100,<4,mar/wid/div/sep,23.583834,skilled,bad
<0,existing paid,radio/tv,6335.149662,<100,>=7,single,53.849492,skilled,bad
<0,existing paid,radio/tv,1980.98746,<100,<4,mar/wid/div/sep,23.011392,skilled,bad
<0,critical/other existing credit,used car,11787.83055,<100,<4,mar/wid/div/sep,26.593084,unskilled,bad
0<=X<200,critical/other existing credit,furniture/equipment,4258.455339,<100,<4,mar/wid/div/sep,26.394557,skilled,bad
<0,existing paid,radio/tv,1274.359579,unknown,<4,mar/wid/div/sep,32.930066,skilled,bad
<0,existing paid,new car,971.023577,<100,<4,mar/wid/div/sep,30.111154,skilled,bad
no checking,no credits/all paid,furniture/equipment,1554.44408,<100,<4,single,44.27338,skilled,bad
<0,existing paid,new car,1283.955712,<100,<4,mar/wid/div/sep,31.563636,skilled,bad
<0,existing paid,radio/tv,1276.273895,unknown,<4,mar/wid/div/sep,38.881223,skilled,bad
<0,existing paid,new car,694.839086,<100,<4,single,37.991154,skilled,bad
<0,existing paid,radio/tv,2103.569703,<100,<4,mar/wid/div/sep,31.273048,skilled,bad
0<=X<200,existing paid,new car,12640.64981,unknown,>=7,single,31.881514,high qualif/self emp/mgmt,bad
<0,existing paid,radio/tv,3103.913663,<100,<4,mar/wid/div/sep,29.71435,skilled,bad
<0,existing paid,education,8106.561176,<100,<4,single,25.309244,high qualif/self emp/mgmt,bad
<0,existing paid,new car,1356.68011,<100,<4,mar/wid/div/sep,25,skilled,bad
<0,critical/other existing credit,new car,4893.09705,<100,<4,single,31.337422,skilled,bad
0<=X<200,existing paid,radio/tv,851.650021,<100,>=7,mar/wid/div/sep,32.44638,skilled,bad
<0,critical/other existing credit,education,6207.245289,<100,<4,single,47.30416,skilled,bad
<0,critical/other existing credit,radio/tv,6190.187076,<100,<4,mar/wid/div/sep,27.404694,skilled,bad
<0,no credits/all paid,new car,1192.776012,<100,unemployed,mar/wid/div/sep,35.065773,skilled,bad
<0,existing paid,used car,7462.043851,unknown,>=7,mar/wid/div/sep,43.258187,skilled,bad
<0,existing paid,new car,9125.31806,<100,<4,mar/wid/div/sep,27.682665,high qualif/self emp/mgmt,bad
<0,existing paid,radio/tv,1793.321383,<100,<4,mar/wid/div/sep,24.74934,skilled,bad
<0,existing paid,used car,9577.05525,<100,<4,mar/wid/div/sep,25.618536,skilled,bad
0<=X<200,existing paid,radio/tv,3051.485965,<100,<4,single,33.728618,skilled,bad
<0,existing paid,new car,3960.356826,<100,<4,single,37.65388,skilled,bad
0<=X<200,existing paid,radio/tv,1331.069795,<100,<4,single,25.356417,skilled,bad
0<=X<200,existing paid,furniture/equipment,2727.767285,<100,>=7,mar/wid/div/sep,40.241769,skilled,bad
<0,existing paid,new car,3962.080279,<100,<4,single,31.837404,skilled,bad
<0,existing paid,furniture/equipment,4128.171431,<100,<4,single,33.270882,skilled,bad
0<=X<200,existing paid,used car,8334.7306,<100,>=7,single,42.822359,skilled,bad
<0,existing paid,new car,1212.828274,<100,<4,mar/wid/div/sep,23.567698,skilled,bad
<0,critical/other existing credit,used car,11855.3004,<100,<4,mar/wid/div/sep,32.769585,unskilled,bad
<0,existing paid,radio/tv,2322.934445,<100,<4,mar/wid/div/sep,25.834551,skilled,bad
<0,existing paid,new car,1094.700243,<100,<4,single,45.181813,skilled,bad
0<=X<200,critical/other existing credit,furniture/equipment,5133.004735,<100,unemployed,mar/wid/div/sep,70.03496,high qualif/self emp/mgmt,bad
0<=X<200,existing paid,radio/tv,1919.927676,<100,<4,mar/wid/div/sep,23.83914,skilled,bad
<0,existing paid,new car,6763.761803,<100,<4,single,67.300407,skilled,bad
<0,existing paid,radio/tv,698.059653,<100,<4,single,55.77305,unskilled,bad
<0,critical/other existing credit,new car,2226.330091,<100,<4,single,53.785079,skilled,bad
<0,existing paid,new car,1467.558786,<100,4<=X<7,single,27.951169,skilled,bad
<0,existing paid,new car,3961.42072,<100,<4,single,29.597306,skilled,bad
<0,existing paid,business,2189.906584,<100,<4,mar/wid/div/sep,27.376222,skilled,bad
<0,existing paid,furniture/equipment,2426.097748,<100,<4,single,31.324529,skilled,bad
<0,critical/other existing credit,furniture/equipment,2227.418693,<100,<4,single,57.059802,skilled,bad
<0,existing paid,new car,1390.966461,<100,4<=X<7,single,32.290554,skilled,bad
<0,existing paid,furniture/equipment,3988.192808,<100,>=7,mar/wid/div/sep,34.056375,skilled,bad
<0,existing paid,radio/tv,794.006717,<100,>=7,single,31.864928,skilled,bad
0<=X<200,existing paid,new car,15176.48289,<100,>=7,single,23.56456,skilled,bad
<0,existing paid,furniture/equipment,4136.264991,<100,<4,single,28.112472,skilled,bad
<0,existing paid,radio/tv,2622.053997,<100,<4,single,47.530042,skilled,bad
<0,critical/other existing credit,new car,4761.446168,<100,<4,single,28.107009,skilled,bad
<0,existing paid,furniture/equipment,3141.960437,<100,<4,mar/wid/div/sep,31,skilled,bad
0<=X<200,existing paid,business,18374.25196,<100,<4,single,55.125337,skilled,bad
0<=X<200,existing paid,new car,14617.36328,<100,>=7,single,65.712234,high qualif/self emp/mgmt,bad
>=200,existing paid,radio/tv,2394.320966,<100,<4,mar/wid/div/sep,33.399815,skilled,bad
<0,existing paid,furniture/equipment,3348.654436,<100,<4,single,35.595979,high qualif/self emp/mgmt,bad
<0,existing paid,new car,1371.724296,<100,<4,mar/wid/div/sep,31.549539,skilled,bad
<0,delayed previously,new car,6845.949106,<100,<4,single,61.253051,skilled,bad
<0,existing paid,new car,693.152823,<100,>=7,single,36.979358,unskilled,bad
<0,existing paid,used car,9776.23078,<100,4<=X<7,single,26.415435,skilled,bad
<0,no credits/all paid,radio/tv,1662.908758,<100,<4,mar/wid/div/sep,24.354458,unskilled,bad
0<=X<200,existing paid,radio/tv,1928.918026,<100,<4,mar/wid/div/sep,31.631018,skilled,bad
<0,existing paid,radio/tv,749.436415,<100,<4,mar/wid/div/sep,27.109902,unskilled,bad
<0,critical/other existing credit,education,6231.673035,<100,>=7,single,42.313057,skilled,bad
